"COLLECTION","CITATION_TYPE","TYPE_STATUS","NUMBER_CATALOG_ITEMS","NUMBER_OF_IMAGES","NUMBER_OF_TYPES_WITH_IMAGES","ENTERED_DATE"
"Entomology","Primary","Holotype","1","2","1","2012"
"Entomology","Primary","Holotype","2","4","2","2012"
"Entomology","Primary","Holotype","1","2","1","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","1","1","2012"
"Entomology","Primary","Holotype","1","1","1","2012"
"Entomology","Primary","Holotype","2","5","2","2012"
"Entomology","Primary","Holotype","1","1","1","2012"
"Entomology","Primary","Holotype","2","3","2","2012"
"Entomology","Primary","Holotype","1","2","1","2012"
"Entomology","Primary","Holotype","2","3","2","2012"
"Entomology","Primary","Holotype","3","6","3","2012"
"Entomology","Primary","Holotype","1","1","1","2012"
"Entomology","Primary","Holotype","2","4","2","2012"
"Entomology","Primary","Holotype","2","4","2","2012"
"Entomology","Primary","Holotype","1","2","1","2012"
"Entomology","Primary","Holotype","1","1","1","2012"
"Entomology","Primary","Holotype","1","1","1","2012"
"Entomology","Primary","Holotype","2","2","2","2012"
"Entomology","Primary","Holotype","3","3","3","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","2","4","2","2012"
"Entomology","Primary","Holotype","1","2","1","2012"
"Entomology","Primary","Holotype","1","1","1","2012"
"Entomology","Primary","Holotype","1","2","1","2012"
"Entomology","Primary","Holotype","1","2","1","2012"
"Entomology","Primary","Holotype","1","2","1","2012"
"Entomology","Primary","Holotype","1","1","1","2012"
"Entomology","Primary","Holotype","2","2","2","2012"
"Entomology","Primary","Holotype","1","1","1","2012"
"Entomology","Primary","Holotype","2","2","2","2012"
"Entomology","Primary","Holotype","1","2","1","2012"
"Entomology","Primary","Holotype","4","4","4","2012"
"Entomology","Primary","Holotype","2","3","2","2012"
"Entomology","Primary","Holotype","1","2","1","2012"
"Entomology","Primary","Holotype","2","2","2","2012"
"Entomology","Primary","Holotype","1","2","1","2012"
"Entomology","Primary","Holotype","1","1","1","2012"
"Entomology","Primary","Holotype","1","1","1","2012"
"Entomology","Primary","Holotype","2","3","2","2012"
"Entomology","Primary","Holotype","1","1","1","2012"
"Entomology","Primary","Holotype","3","3","3","2012"
"Entomology","Primary","Holotype","3","3","3","2012"
"Entomology","Primary","Holotype","3","6","3","2012"
"Entomology","Primary","Holotype","1","1","1","2012"
"Entomology","Primary","Holotype","1","1","1","2012"
"Entomology","Primary","Holotype","3","4","3","2012"
"Entomology","Primary","Holotype","2","3","2","2012"
"Entomology","Primary","Holotype","1","2","1","2012"
"Entomology","Primary","Holotype","1","2","1","2012"
"Entomology","Primary","Holotype","2","2","2","2012"
"Entomology","Primary","Holotype","3","4","3","2012"
"Entomology","Primary","Holotype","2","4","2","2012"
"Entomology","Primary","Holotype","1","2","1","2012"
"Entomology","Primary","Holotype","3","5","3","2012"
"Entomology","Primary","Holotype","1","2","1","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","2","5","2","2012"
"Entomology","Primary","Holotype","1","1","1","2012"
"Entomology","Primary","Holotype","1","4","1","2012"
"Entomology","Primary","Holotype","1","1","1","2012"
"Entomology","Primary","Holotype","1","1","1","2012"
"Entomology","Primary","Holotype","1","2","1","2012"
"Entomology","Primary","Holotype","3","0","0","2012"
"Entomology","Primary","Holotype","1","2","1","2012"
"Entomology","Primary","Holotype","1","0","0","2012"
"Entomology","Primary","Holotype","1","0","0","2012"
"Entomology","Primary","Holotype","1","1","1","2012"
"Entomology","Primary","Holotype","4","7","4","2012"
"Entomology","Primary","Holotype","2","5","2","2012"
"Entomology","Primary","Holotype","1","1","1","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","1","2","1","2012"
"Entomology","Primary","Holotype","1","2","1","2012"
"Entomology","Primary","Holotype","2","0","0","2012"
"Entomology","Primary","Holotype","2","3","2","2012"
"Entomology","Primary","Holotype","1","0","0","2012"
"Entomology","Primary","Holotype","2","0","0","2012"
"Entomology","Primary","Holotype","1","0","0","2012"
"Entomology","Primary","Holotype","1","1","1","2012"
"Entomology","Primary","Holotype","1","1","1","2012"
"Entomology","Primary","Holotype","1","0","0","2012"
"Entomology","Primary","Holotype","1","2","1","2012"
"Entomology","Primary","Holotype","1","2","1","2012"
"Entomology","Primary","Holotype","1","1","1","2012"
"Entomology","Primary","Holotype","1","1","1","2012"
"Entomology","Primary","Holotype","1","1","1","2012"
"Entomology","Primary","Holotype","3","8","3","2012"
"Entomology","Primary","Holotype","1","2","1","2012"
"Entomology","Primary","Holotype","1","1","1","2012"
"Entomology","Primary","Holotype","1","1","1","2012"
"Entomology","Primary","Holotype","1","1","1","2012"
"Entomology","Primary","Holotype","1","1","1","2012"
"Entomology","Primary","Holotype","1","1","1","2012"
"Entomology","Primary","Holotype","1","2","1","2012"
"Entomology","Primary","Holotype","1","1","1","2012"
"Entomology","Primary","Holotype","2","2","2","2012"
"Entomology","Primary","Holotype","1","1","1","2012"
"Entomology","Primary","Holotype","1","1","1","2012"
"Entomology","Primary","Holotype","1","1","1","2012"
"Entomology","Primary","Holotype","1","1","1","2012"
"Entomology","Primary","Holotype","1","4","1","2012"
"Entomology","Primary","Holotype","1","1","1","2012"
"Entomology","Primary","Holotype","1","2","1","2012"
"Entomology","Primary","Holotype","1","2","1","2012"
"Entomology","Primary","Holotype","1","2","1","2012"
"Entomology","Primary","Holotype","1","1","1","2012"
"Entomology","Primary","Holotype","1","1","1","2012"
"Entomology","Primary","Holotype","1","1","1","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","1","4","1","2012"
"Entomology","Primary","Holotype","2","3","2","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","2","1","2012"
"Entomology","Primary","Holotype","1","1","1","2012"
"Entomology","Primary","Holotype","1","1","1","2012"
"Entomology","Primary","Holotype","1","2","1","2012"
"Entomology","Primary","Holotype","1","2","1","2012"
"Entomology","Primary","Holotype","2","2","2","2012"
"Entomology","Primary","Holotype","2","3","2","2012"
"Entomology","Primary","Holotype","1","1","1","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","1","2","1","2012"
"Entomology","Primary","Holotype","3","6","3","2012"
"Entomology","Primary","Holotype","1","2","1","2012"
"Entomology","Primary","Holotype","1","2","1","2012"
"Entomology","Primary","Holotype","2","4","2","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","1","2","1","2012"
"Entomology","Primary","Holotype","1","2","1","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","1","1","2012"
"Entomology","Primary","Holotype","1","2","1","2012"
"Entomology","Primary","Holotype","1","2","1","2012"
"Entomology","Primary","Holotype","1","2","1","2012"
"Entomology","Primary","Holotype","1","4","1","2012"
"Entomology","Primary","Holotype","1","1","1","2012"
"Entomology","Primary","Holotype","1","1","1","2012"
"Entomology","Primary","Holotype","1","2","1","2012"
"Entomology","Primary","Holotype","2","11","2","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","2","12","2","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","2","12","2","2012"
"Entomology","Primary","Holotype","3","16","3","2012"
"Entomology","Primary","Holotype","2","12","2","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","2","11","2","2012"
"Entomology","Primary","Holotype","2","12","2","2012"
"Entomology","Primary","Holotype","2","12","2","2012"
"Entomology","Primary","Holotype","2","12","2","2012"
"Entomology","Primary","Holotype","2","12","2","2012"
"Entomology","Primary","Holotype","4","20","4","2012"
"Entomology","Primary","Holotype","3","18","3","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","3","16","3","2012"
"Entomology","Primary","Holotype","2","11","2","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","2","11","2","2012"
"Entomology","Primary","Holotype","2","10","2","2012"
"Entomology","Primary","Holotype","2","10","2","2012"
"Entomology","Primary","Holotype","4","20","4","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","4","24","4","2012"
"Entomology","Primary","Holotype","3","17","3","2012"
"Entomology","Primary","Holotype","3","15","3","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","3","17","3","2012"
"Entomology","Primary","Holotype","2","10","2","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","2","12","2","2012"
"Entomology","Primary","Holotype","2","11","2","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","4","24","4","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","2","11","2","2012"
"Entomology","Primary","Holotype","2","10","2","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","2","10","2","2012"
"Entomology","Primary","Holotype","3","17","3","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","1","7","1","2012"
"Entomology","Primary","Holotype","3","16","3","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","2","12","2","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","2","9","2","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","2","11","2","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","2","10","2","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","2","12","2","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","4","1","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","4","1","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","2","6","2","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","4","1","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","2","6","2","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","3","9","3","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","2","6","2","2012"
"Entomology","Primary","Holotype","2","6","2","2012"
"Entomology","Primary","Holotype","3","10","3","2012"
"Entomology","Primary","Holotype","2","6","2","2012"
"Entomology","Primary","Holotype","4","12","4","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","2","11","2","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","2","6","2","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","2","6","2","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","2","6","2","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","2","6","2","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","0","0","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","1","0","0","2012"
"Entomology","Primary","Holotype","2","0","0","2012"
"Entomology","Primary","Holotype","2","0","0","2012"
"Entomology","Primary","Holotype","1","0","0","2012"
"Entomology","Primary","Holotype","2","0","0","2012"
"Entomology","Primary","Holotype","3","0","0","2012"
"Entomology","Primary","Holotype","1","0","0","2012"
"Entomology","Primary","Holotype","2","6","2","2012"
"Entomology","Primary","Holotype","1","0","0","2012"
"Entomology","Primary","Holotype","2","0","0","2012"
"Entomology","Primary","Holotype","3","0","0","2012"
"Entomology","Primary","Holotype","1","0","0","2012"
"Entomology","Primary","Holotype","1","0","0","2012"
"Entomology","Primary","Holotype","2","0","0","2012"
"Entomology","Primary","Holotype","1","0","0","2012"
"Entomology","Primary","Holotype","2","0","0","2012"
"Entomology","Primary","Holotype","1","0","0","2012"
"Entomology","Primary","Holotype","3","0","0","2012"
"Entomology","Primary","Holotype","2","6","1","2012"
"Entomology","Primary","Holotype","1","0","0","2012"
"Entomology","Primary","Holotype","1","0","0","2012"
"Entomology","Primary","Holotype","1","0","0","2012"
"Entomology","Primary","Holotype","2","0","0","2012"
"Entomology","Primary","Holotype","2","6","2","2012"
"Entomology","Primary","Holotype","2","0","0","2012"
"Entomology","Primary","Holotype","1","0","0","2012"
"Entomology","Primary","Holotype","1","0","0","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","4","1","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","0","0","2012"
"Entomology","Primary","Holotype","2","0","0","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","2","3","1","2012"
"Entomology","Primary","Holotype","2","8","1","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","2","12","2","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","3","0","0","2012"
"Entomology","Primary","Holotype","1","0","0","2012"
"Entomology","Primary","Holotype","2","12","2","2012"
"Entomology","Primary","Holotype","2","12","2","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","1","0","0","2012"
"Entomology","Primary","Holotype","2","10","2","2012"
"Entomology","Primary","Holotype","2","7","1","2012"
"Entomology","Primary","Holotype","3","18","3","2012"
"Entomology","Primary","Holotype","2","6","1","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","2","12","2","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","2","9","2","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","2","10","2","2012"
"Entomology","Primary","Holotype","2","10","2","2012"
"Entomology","Primary","Holotype","1","4","1","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","3","18","3","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","2","10","2","2012"
"Entomology","Primary","Holotype","2","10","2","2012"
"Entomology","Primary","Holotype","2","7","1","2012"
"Entomology","Primary","Holotype","4","24","4","2012"
"Entomology","Primary","Holotype","3","18","3","2012"
"Entomology","Primary","Holotype","3","18","3","2012"
"Entomology","Primary","Holotype","2","12","2","2012"
"Entomology","Primary","Holotype","3","18","3","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","2","12","2","2012"
"Entomology","Primary","Holotype","2","12","2","2012"
"Entomology","Primary","Holotype","3","18","3","2012"
"Entomology","Primary","Holotype","3","19","3","2012"
"Entomology","Primary","Holotype","4","23","4","2012"
"Entomology","Primary","Holotype","2","12","2","2012"
"Entomology","Primary","Holotype","2","11","2","2012"
"Entomology","Primary","Holotype","3","16","3","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","3","18","3","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","2","12","2","2012"
"Entomology","Primary","Holotype","2","11","2","2012"
"Entomology","Primary","Holotype","4","21","4","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","2","10","2","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","3","18","3","2012"
"Entomology","Primary","Holotype","4","21","4","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","1","0","0","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","1","0","0","2012"
"Entomology","Primary","Holotype","3","18","3","2012"
"Entomology","Primary","Holotype","1","0","0","2012"
"Entomology","Primary","Holotype","2","12","2","2012"
"Entomology","Primary","Holotype","2","6","1","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","4","9","3","2012"
"Entomology","Primary","Holotype","2","6","2","2012"
"Entomology","Primary","Holotype","1","4","1","2012"
"Entomology","Primary","Holotype","1","0","0","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","3","10","2","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","3","15","3","2012"
"Entomology","Primary","Holotype","4","21","4","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","2","6","2","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","2","10","2","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","1","0","0","2012"
"Entomology","Primary","Holotype","2","11","2","2012"
"Entomology","Primary","Holotype","1","0","0","2012"
"Entomology","Primary","Holotype","3","9","3","2012"
"Entomology","Primary","Holotype","2","10","2","2012"
"Entomology","Primary","Holotype","2","13","2","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","2","12","2","2012"
"Entomology","Primary","Holotype","3","13","2","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","2","12","2","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","3","15","3","2012"
"Entomology","Primary","Holotype","2","5","1","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","2","11","2","2012"
"Entomology","Primary","Holotype","2","10","2","2012"
"Entomology","Primary","Holotype","3","17","3","2012"
"Entomology","Primary","Holotype","2","12","2","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","2","6","2","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","2","10","2","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","1","0","0","2012"
"Entomology","Primary","Holotype","1","0","0","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","2","10","2","2012"
"Entomology","Primary","Holotype","2","5","1","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","3","15","3","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","3","15","3","2012"
"Entomology","Primary","Holotype","2","3","1","2012"
"Entomology","Primary","Holotype","2","5","1","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","2","10","2","2012"
"Entomology","Primary","Holotype","1","0","0","2012"
"Entomology","Primary","Holotype","2","5","1","2012"
"Entomology","Primary","Holotype","2","10","2","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","0","0","2012"
"Entomology","Primary","Holotype","2","10","2","2012"
"Entomology","Primary","Holotype","3","15","3","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","2","10","2","2012"
"Entomology","Primary","Holotype","3","10","2","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","2","5","1","2012"
"Entomology","Primary","Holotype","1","0","0","2012"
"Entomology","Primary","Holotype","1","0","0","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","2","0","0","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","3","0","0","2012"
"Entomology","Primary","Holotype","2","0","0","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","2","5","1","2012"
"Entomology","Primary","Holotype","1","0","0","2012"
"Entomology","Primary","Holotype","1","0","0","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","3","10","2","2012"
"Entomology","Primary","Holotype","2","10","2","2012"
"Entomology","Primary","Holotype","3","15","3","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","1","5","1","2012"
"Entomology","Primary","Holotype","2","5","1","2012"
"Entomology","Primary","Holotype","1","0","0","2012"
"Entomology","Primary","Holotype","1","6","1","2012"
"Entomology","Primary","Holotype","2","12","2","2012"
"Entomology","Primary","Holotype","1","0","0","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","2","7","2","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","2","1","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","3","9","3","2012"
"Entomology","Primary","Holotype","1","3","1","2012"
"Entomology","Primary","Holotype","4","12","4","2012"
"Entomology","Primary","Holotype","1","4","1","2012"
"Entomology","Primary","Holotype","1","8","1","2012"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","1","6","1","2013"
"Entomology","Primary","Holotype","2","10","2","2013"
"Entomology","Primary","Holotype","2","11","2","2013"
"Entomology","Primary","Holotype","1","6","1","2013"
"Entomology","Primary","Holotype","1","6","1","2013"
"Entomology","Primary","Holotype","1","3","1","2013"
"Entomology","Primary","Holotype","1","3","1","2013"
"Entomology","Primary","Holotype","1","3","1","2013"
"Entomology","Primary","Holotype","1","0","0","2013"
"Entomology","Primary","Holotype","1","3","1","2013"
"Entomology","Primary","Holotype","1","3","1","2013"
"Entomology","Primary","Holotype","1","3","1","2013"
"Entomology","Primary","Holotype","1","3","1","2013"
"Entomology","Primary","Holotype","1","3","1","2013"
"Entomology","Primary","Holotype","1","3","1","2013"
"Entomology","Primary","Holotype","1","3","1","2013"
"Entomology","Primary","Holotype","1","3","1","2013"
"Entomology","Primary","Holotype","1","3","1","2013"
"Entomology","Primary","Holotype","1","4","1","2013"
"Entomology","Primary","Holotype","1","3","1","2013"
"Entomology","Primary","Holotype","1","3","1","2013"
"Entomology","Primary","Holotype","1","3","1","2013"
"Entomology","Primary","Holotype","2","8","2","2013"
"Entomology","Primary","Holotype","1","4","1","2013"
"Entomology","Primary","Holotype","3","12","3","2013"
"Entomology","Primary","Holotype","1","4","1","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","1","5","1","2013"
"Entomology","Primary","Holotype","3","14","3","2013"
"Entomology","Primary","Holotype","4","20","4","2013"
